Order Date,Sneaker Name,Sale Price
9/25/2018,Adidas Yeezy Boost 350 Low V2 Beluga,681
9/26/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
9/28/2018,Adidas Yeezy Boost 350 Low V2 Beluga,680
9/28/2018,Adidas Yeezy Boost 350 Low V2 Beluga,718
9/30/2018,Adidas Yeezy Boost 350 Low V2 Beluga,680
10/1/2018,Adidas Yeezy Boost 350 Low V2 Beluga,830
10/2/2018,Adidas Yeezy Boost 350 Low V2 Beluga,680
10/3/2018,Adidas Yeezy Boost 350 Low V2 Beluga,570
10/4/2018,Adidas Yeezy Boost 350 Low V2 Beluga,720
10/5/2018,Adidas Yeezy Boost 350 Low V2 Beluga,750
10/6/2018,Adidas Yeezy Boost 350 Low V2 Beluga,775
10/7/2018,Adidas Yeezy Boost 350 Low V2 Beluga,720
10/9/2018,Adidas Yeezy Boost 350 Low V2 Beluga,740
10/10/2018,Adidas Yeezy Boost 350 Low V2 Beluga,765
10/10/2018,Adidas Yeezy Boost 350 Low V2 Beluga,765
10/11/2018,Adidas Yeezy Boost 350 Low V2 Beluga,658
10/12/2018,Adidas Yeezy Boost 350 Low V2 Beluga,769
10/15/2018,Adidas Yeezy Boost 350 Low V2 Beluga,720
10/17/2018,Adidas Yeezy Boost 350 Low V2 Beluga,725
10/17/2018,Adidas Yeezy Boost 350 Low V2 Beluga,682
10/18/2018,Adidas Yeezy Boost 350 Low V2 Beluga,735
10/19/2018,Adidas Yeezy Boost 350 Low V2 Beluga,670
10/21/2018,Adidas Yeezy Boost 350 Low V2 Beluga,715
10/22/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
10/23/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
10/24/2018,Adidas Yeezy Boost 350 Low V2 Beluga,735
10/28/2018,Adidas Yeezy Boost 350 Low V2 Beluga,600
10/29/2018,Adidas Yeezy Boost 350 Low V2 Beluga,620
10/29/2018,Adidas Yeezy Boost 350 Low V2 Beluga,656
10/30/2018,Adidas Yeezy Boost 350 Low V2 Beluga,720
10/31/2018,Adidas Yeezy Boost 350 Low V2 Beluga,585
10/31/2018,Adidas Yeezy Boost 350 Low V2 Beluga,717
10/31/2018,Adidas Yeezy Boost 350 Low V2 Beluga,717
10/31/2018,Adidas Yeezy Boost 350 Low V2 Beluga,690
11/1/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
11/2/2018,Adidas Yeezy Boost 350 Low V2 Beluga,718
11/3/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
11/3/2018,Adidas Yeezy Boost 350 Low V2 Beluga,653
11/5/2018,Adidas Yeezy Boost 350 Low V2 Beluga,652
11/5/2018,Adidas Yeezy Boost 350 Low V2 Beluga,620
11/7/2018,Adidas Yeezy Boost 350 Low V2 Beluga,625
11/8/2018,Adidas Yeezy Boost 350 Low V2 Beluga,740
11/12/2018,Adidas Yeezy Boost 350 Low V2 Beluga,666
11/12/2018,Adidas Yeezy Boost 350 Low V2 Beluga,650
11/13/2018,Adidas Yeezy Boost 350 Low V2 Beluga,735
11/14/2018,Adidas Yeezy Boost 350 Low V2 Beluga,755
11/15/2018,Adidas Yeezy Boost 350 Low V2 Beluga,560
11/16/2018,Adidas Yeezy Boost 350 Low V2 Beluga,725
11/16/2018,Adidas Yeezy Boost 350 Low V2 Beluga,750
11/17/2018,Adidas Yeezy Boost 350 Low V2 Beluga,690
11/18/2018,Adidas Yeezy Boost 350 Low V2 Beluga,659
11/19/2018,Adidas Yeezy Boost 350 Low V2 Beluga,694
11/20/2018,Adidas Yeezy Boost 350 Low V2 Beluga,660
11/23/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
11/24/2018,Adidas Yeezy Boost 350 Low V2 Beluga,636
11/24/2018,Adidas Yeezy Boost 350 Low V2 Beluga,749
11/25/2018,Adidas Yeezy Boost 350 Low V2 Beluga,675
11/26/2018,Adidas Yeezy Boost 350 Low V2 Beluga,668
11/26/2018,Adidas Yeezy Boost 350 Low V2 Beluga,660
11/26/2018,Adidas Yeezy Boost 350 Low V2 Beluga,657
11/26/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
11/27/2018,Adidas Yeezy Boost 350 Low V2 Beluga,640
11/27/2018,Adidas Yeezy Boost 350 Low V2 Beluga,647
11/28/2018,Adidas Yeezy Boost 350 Low V2 Beluga,704
11/29/2018,Adidas Yeezy Boost 350 Low V2 Beluga,680
12/1/2018,Adidas Yeezy Boost 350 Low V2 Beluga,715
12/1/2018,Adidas Yeezy Boost 350 Low V2 Beluga,849
12/2/2018,Adidas Yeezy Boost 350 Low V2 Beluga,710
12/3/2018,Adidas Yeezy Boost 350 Low V2 Beluga,575
12/4/2018,Adidas Yeezy Boost 350 Low V2 Beluga,640
12/4/2018,Adidas Yeezy Boost 350 Low V2 Beluga,675
12/5/2018,Adidas Yeezy Boost 350 Low V2 Beluga,575
12/7/2018,Adidas Yeezy Boost 350 Low V2 Beluga,729
12/9/2018,Adidas Yeezy Boost 350 Low V2 Beluga,790
12/10/2018,Adidas Yeezy Boost 350 Low V2 Beluga,723
12/11/2018,Adidas Yeezy Boost 350 Low V2 Beluga,767
12/12/2018,Adidas Yeezy Boost 350 Low V2 Beluga,682
12/13/2018,Adidas Yeezy Boost 350 Low V2 Beluga,760
12/14/2018,Adidas Yeezy Boost 350 Low V2 Beluga,674
12/14/2018,Adidas Yeezy Boost 350 Low V2 Beluga,640
12/15/2018,Adidas Yeezy Boost 350 Low V2 Beluga,679
12/17/2018,Adidas Yeezy Boost 350 Low V2 Beluga,700
12/17/2018,Adidas Yeezy Boost 350 Low V2 Beluga,528
12/18/2018,Adidas Yeezy Boost 350 Low V2 Beluga,651
12/19/2018,Adidas Yeezy Boost 350 Low V2 Beluga,666
12/20/2018,Adidas Yeezy Boost 350 Low V2 Beluga,773
12/20/2018,Adidas Yeezy Boost 350 Low V2 Beluga,642
12/24/2018,Adidas Yeezy Boost 350 Low V2 Beluga,720
12/26/2018,Adidas Yeezy Boost 350 Low V2 Beluga,625
12/27/2018,Adidas Yeezy Boost 350 Low V2 Beluga,697
12/27/2018,Adidas Yeezy Boost 350 Low V2 Beluga,660
12/28/2018,Adidas Yeezy Boost 350 Low V2 Beluga,640
12/29/2018,Adidas Yeezy Boost 350 Low V2 Beluga,650
12/30/2018,Adidas Yeezy Boost 350 Low V2 Beluga,720
12/31/2018,Adidas Yeezy Boost 350 Low V2 Beluga,600
1/1/2019,Adidas Yeezy Boost 350 Low V2 Beluga,680
1/1/2019,Adidas Yeezy Boost 350 Low V2 Beluga,702
1/3/2019,Adidas Yeezy Boost 350 Low V2 Beluga,640
1/5/2019,Adidas Yeezy Boost 350 Low V2 Beluga,695
1/5/2019,Adidas Yeezy Boost 350 Low V2 Beluga,705
1/6/2019,Adidas Yeezy Boost 350 Low V2 Beluga,714
1/8/2019,Adidas Yeezy Boost 350 Low V2 Beluga,651
1/9/2019,Adidas Yeezy Boost 350 Low V2 Beluga,690
1/10/2019,Adidas Yeezy Boost 350 Low V2 Beluga,649
1/12/2019,Adidas Yeezy Boost 350 Low V2 Beluga,734
1/13/2019,Adidas Yeezy Boost 350 Low V2 Beluga,679
1/14/2019,Adidas Yeezy Boost 350 Low V2 Beluga,722
1/15/2019,Adidas Yeezy Boost 350 Low V2 Beluga,654
1/15/2019,Adidas Yeezy Boost 350 Low V2 Beluga,635
1/16/2019,Adidas Yeezy Boost 350 Low V2 Beluga,725
1/16/2019,Adidas Yeezy Boost 350 Low V2 Beluga,729
1/18/2019,Adidas Yeezy Boost 350 Low V2 Beluga,580
1/18/2019,Adidas Yeezy Boost 350 Low V2 Beluga,720
1/19/2019,Adidas Yeezy Boost 350 Low V2 Beluga,655
1/20/2019,Adidas Yeezy Boost 350 Low V2 Beluga,650
1/20/2019,Adidas Yeezy Boost 350 Low V2 Beluga,720
1/21/2019,Adidas Yeezy Boost 350 Low V2 Beluga,605
1/22/2019,Adidas Yeezy Boost 350 Low V2 Beluga,680
1/23/2019,Adidas Yeezy Boost 350 Low V2 Beluga,625
1/27/2019,Adidas Yeezy Boost 350 Low V2 Beluga,675
1/28/2019,Adidas Yeezy Boost 350 Low V2 Beluga,670
1/29/2019,Adidas Yeezy Boost 350 Low V2 Beluga,610
1/30/2019,Adidas Yeezy Boost 350 Low V2 Beluga,615
1/31/2019,Adidas Yeezy Boost 350 Low V2 Beluga,730
2/1/2019,Adidas Yeezy Boost 350 Low V2 Beluga,655
2/3/2019,Adidas Yeezy Boost 350 Low V2 Beluga,615
2/4/2019,Adidas Yeezy Boost 350 Low V2 Beluga,665
2/5/2019,Adidas Yeezy Boost 350 Low V2 Beluga,620
2/5/2019,Adidas Yeezy Boost 350 Low V2 Beluga,652
2/5/2019,Adidas Yeezy Boost 350 Low V2 Beluga,687
2/6/2019,Adidas Yeezy Boost 350 Low V2 Beluga,766
2/6/2019,Adidas Yeezy Boost 350 Low V2 Beluga,669
2/6/2019,Adidas Yeezy Boost 350 Low V2 Beluga,660
2/7/2019,Adidas Yeezy Boost 350 Low V2 Beluga,635
2/7/2019,Adidas Yeezy Boost 350 Low V2 Beluga,730
2/9/2019,Adidas Yeezy Boost 350 Low V2 Beluga,750
2/9/2019,Adidas Yeezy Boost 350 Low V2 Beluga,640
2/10/2019,Adidas Yeezy Boost 350 Low V2 Beluga,700
2/10/2019,Adidas Yeezy Boost 350 Low V2 Beluga,630
2/11/2019,Adidas Yeezy Boost 350 Low V2 Beluga,760
2/11/2019,Adidas Yeezy Boost 350 Low V2 Beluga,670
2/12/2019,Adidas Yeezy Boost 350 Low V2 Beluga,750
2/13/2019,Adidas Yeezy Boost 350 Low V2 Beluga,703
